Top-100 recommended products for customer 534418:
items_id 		 similarity
(3297950201091, 1.0000000000000022)
(3425909002011, 0.9999999999997795)
(404, 0.1385014812520716)
(401, 0.12617361668176535)
(3425909000482, 0.12419317579199163)
(3425909001083, 0.11263454765390257)
(3507020013579, 0.1111111111111111)
(3760263510056, 0.1111111111111111)
(785618135626, 0.1111111111111111)
(8000864047915, 0.1111111111111111)
(3700675689162, 0.1111111111111111)
(3560070912209, 0.1111111111111111)
(999999234, 0.1111111111111111)
(4044197663019, 0.1111111111111111)
(8027486744916, 0.1111111111111111)
(10383, 0.1111111111111111)
(3701019004771, 0.1111111111111111)
(785618135923, 0.1111111111111111)
(78192027, 0.1111111111111111)
(3700490807246, 0.1111111111111111)
(785618197921, 0.1111111111111111)
(53425909000147, 0.1111111111111111)
(9782263151002, 0.1111111111111111)
(3700156609948, 0.1111111111111111)
(3217770310711, 0.10661071487580259)
(3425909001021, 0.10323839833790563)
(3217770310735, 0.1028338895517904)
(7070091000701, 0.09445998615925853)
(3559750000008, 0.09035549881229034)
(303, 0.09023091939005283)
(3425909002028, 0.08706124628974936)
(301, 0.08318277702142012)
(3217770310759, 0.08263816413199167)
(3425909001007, 0.08164262000067153)
(3217770314191, 0.07939683728628968)
(3297950069257, 0.07856742013183861)
(5410853044789, 0.07856742013183861)
(3367651004939, 0.07856742013183861)
(8010007010930, 0.07856742013183861)
(40329321, 0.07856742013183861)
(4904530589911, 0.07856742013183861)
(5010218510111, 0.07856742013183861)
(10152, 0.07856742013183861)
(3367651004922, 0.07856742013183861)
(3485520001497, 0.07856742013183861)
(3425909001069, 0.07765786527546303)
(3217770314146, 0.07661375375516402)
(80000000008008, 0.0758915707264233)
(3267025011689, 0.07407407407407407)
(3011449300559, 0.07309336621089399)
(9999, 0.07131805594228204)
(3217770310742, 0.06938819845402919)
(1, 0.06744565589663308)
(3217770310025, 0.06681647887654495)
(3559750000893, 0.06633881990971334)
(1040, 0.06415002990995843)
(3700675688981, 0.06415002990995843)
(78192170, 0.06415002990995843)
(4044197658251, 0.06415002990995843)
(3700652901010, 0.06415002990995843)
(3285055746807, 0.06415002990995843)
(3614612817658, 0.06415002990995843)
(3158848008041, 0.06415002990995843)
(3425909001229, 0.06379777053492966)
(3217770310162, 0.06378340135803443)
(3217770314153, 0.06102670012990033)
(3217770310902, 0.06021283672137863)
(3425909001205, 0.05981506994454609)
(3425909001212, 0.059788107103768875)
(3425909001243, 0.05944322758536355)
(5000159461696, 0.05929979625819208)
(3158849232001, 0.059267213164771)
(302, 0.05917272847398593)
(12520268, 0.05878603923481061)
(3425909001236, 0.05870429678859738)
(3217770310209, 0.058321208495535765)
(3217770314177, 0.05803890003130818)
(12520053, 0.05795893211699202)
(5461018, 0.05750252636134355)
(3057640317743, 0.0570109579489425)
(7445935, 0.05688395429276216)
(4011100038653, 0.05635220849380221)
(18064205, 0.05611920216826721)
(5449000232465, 0.05598616495441179)
(3217770310049, 0.05589122207650782)
(2, 0.055778670348183096)
(451, 0.05560161400266273)
(3323726502489, 0.05555555555555555)
(99999374, 0.05555555555555555)
(3179110000440, 0.05555555555555555)
(3428200320501, 0.05555555555555555)
(3273020001242, 0.05555555555555555)
(2850269, 0.05522814084932019)
(3068320114453, 0.05496237261057106)
(3124480167170, 0.0548397005200439)
(3124480167026, 0.054805792745606284)
(407, 0.05467021405932183)
(3057640117008, 0.054268530159443926)
(3367651001853, 0.05424371342146621)
(3168930000105, 0.054172970333287745)
